"species","Genus","Family","Order","Class","spec_code","DemersPelag","EnvTemp","environment","Feeding_path","BodyShape","DepthRangeDeep","Lmax","trophic_level","K","tm"
"Eubleekeria_splendens","Eubleekeria","Leiognathidae","Perciformes","Actinopterygii",4454,"demersal","tropical","mixed","benthic","short_deep",100,17,2.9,1.02,0.8
"Euthynnus_affinis","Euthynnus","Scombridae","Perciformes","Actinopterygii",96,"pelagic_neritic","tropical","marine","pelagic","fusiform",200,100,4.5,0.56,1.1
"Euthynnus_alletteratus","Euthynnus","Scombridae","Perciformes","Actinopterygii",97,"pelagic_oceanic","tropical","mixed","pelagic","fusiform",150,122,4.5,0.22,2.8
"Gadus_macrocephalus","Gadus","Gadidae","Gadiformes","Actinopterygii",308,"demersal","polar_deep","mixed","benthic","fusiform",1280,119,4.2,0.27,2.3
"Gadus_morhua","Gadus","Gadidae","Gadiformes","Actinopterygii",69,"benthopelagic","temperate","mixed","pelagic","fusiform",600,200,4.1,0.17,3.6
"Galeichthys_feliceps","Galeichthys","Ariidae","Siluriformes","Actinopterygii",288,"demersal","subtropical","mixed","benthic","fusiform",120,55,3.8,0.18,3.7
"Galeorhinus_galeus","Galeorhinus","Triakidae","Carcharhiniformes","Elasmobranchii",4642,"benthopelagic","subtropical","marine","pelagic","elongate",1100,193,4.3,0.12,4.8
"Galeus_melastomus","Galeus","Scyliorhinidae","Carcharhiniformes","Elasmobranchii",807,"demersal","polar_deep","marine","benthic","elongate",1873,75,4.2,0.19,3.4
"Gasterochisma_melampus","Gasterochisma","Scombridae","Perciformes","Actinopterygii",100,"pelagic_oceanic","subtropical","marine","pelagic","fusiform",319.71,164,4.4,0.17,3.4
"Genypterus_blacodes","Genypterus","Ophidiidae","Ophidiiformes","Actinopterygii",482,"bathydemersal","polar_deep","marine","pelagic","elongate",1000,200,4.2,0.13,4.6
"Glossogobius_giuris","Glossogobius","Gobiidae","Perciformes","Actinopterygii",4833,"benthopelagic","tropical","mixed","benthic","fusiform",5,50,3.7,0.69,1.1
"Gobionotothen_gibberifrons","Gobionotothen","Nototheniidae","Perciformes","Actinopterygii",7041,"demersal","polar_deep","marine","benthic","fusiform",429,55,3.3,0.07,9.7
"Gymnoscopelus_braueri","Gymnoscopelus","Myctophidae","Myctophiformes","Actinopterygii",6989,"bathypelagic","polar_deep","marine","pelagic","elongate",2700,13.2,3.2,0.47,1.7
"Gymnoscopelus_nicholsi","Gymnoscopelus","Myctophidae","Myctophiformes","Actinopterygii",6990,"bathypelagic","polar_deep","marine","pelagic","elongate",1816.67,16.1,3.4,0.21,3.7
"Gymnura","Gymnuridae","Myliobatiformes","Myliobatiformes","Elasmobranchii",10237,"demersal","tropical","marine","benthic","flat",72.66666667,161.4,4.5,0.36,1.5
"Harpadon_nehereus","Harpadon","Synodontidae","Aulopiformes","Actinopterygii",260,"benthopelagic","tropical","mixed","pelagic","elongate",576.67,40,4.1,1.48,0.5
"Helicolenus_dactylopterus","Helicolenus","Sebastidae","Scorpaeniformes","Actinopterygii",76,"bathydemersal","polar_deep","marine","benthic","fusiform",1100,50,3.5,0.05,13.1
"Hemerocoetes","Hemerocoetes","Hemerocoetidae","Acropomatiformes","Actinopterygii",909,"demersal","temperate","marine","benthic","elongate",153.5,28,4,0.341999996,3.4342056
"Hemigymnus_fasciatus","Hemigymnus","Labridae","Perciformes","Actinopterygii",5635,"reef_associated","tropical","marine","benthic","fusiform",25,30,3.5,0.28,2.6
"Hippoglossus_hippoglossus","Hippoglossus","Pleuronectidae","Pleuronectiformes","Actinopterygii",1371,"demersal","temperate","marine","pelagic","fusiform",2000,470,4,0.03,17.7
"Huso_huso","Huso","Acipenseridae","Acipenseriformes","Actinopterygii",2067,"pelagic_neritic","temperate","mixed","pelagic","elongate",180,800,4.4,0.02,25.1
"Hydrolagus_affinis","Hydrolagus","Chimaeridae","Chimaeriformes","Holocephali",5441,"bathydemersal","polar_deep","marine","benthic","elongate",3000,130,4,0.14,4.2
"Hyperoglyphe_antarctica","Hyperoglyphe","Centrolophidae","Perciformes","Actinopterygii",496,"benthopelagic","polar_deep","marine","pelagic","fusiform",1500,140,4,0.31,2
"Hypomesus_pretiosus","Hypomesus","Osmeridae","Osmeriformes","Actinopterygii",255,"benthopelagic","temperate","mixed","pelagic","elongate",50,30.5,3.4,0.5,1.5
"Hyporhamphus_dussumieri","Hyporhamphus","Hemiramphidae","Beloniformes","Actinopterygii",12895,"reef_associated","tropical","marine","pelagic","elongate",6,38,3.5,0.55,1.3
"Hyporhamphus_ihi","Hyporhamphus","Hemiramphidae","Beloniformes","Actinopterygii",13135,"pelagic_neritic","temperate","marine","pelagic","elongate",9.67,26,3.2,0.78,1
"Hyporhamphus_limbatus","Hyporhamphus","Hemiramphidae","Beloniformes","Actinopterygii",8313,"pelagic_neritic","tropical","mixed","benthic","elongate",9.67,35,3.1,0.71,1
"Iluocoetes_fimbriatus","Iluocoetes","Zoarcidae","Perciformes","Actinopterygii",12894,"demersal","temperate","mixed","benthic","elongate",600,35.6,3.57,0.17,4.1
"Isopsetta_isolepis","Isopsetta","Pleuronectidae","Pleuronectiformes","Actinopterygii",4242,"demersal","temperate","marine","benthic","short_deep",425,55,3.6,0.36,2
"Isurus_oxyrinchus","Isurus","Lamnidae","Lamniformes","Elasmobranchii",752,"pelagic_oceanic","subtropical","marine","pelagic","fusiform",750,445,4.5,0.08,6.6
"Johnius_belangerii","Johnius","Sciaenidae","Perciformes","Actinopterygii",5520,"demersal","tropical","mixed","benthic","fusiform",40,30,3.3,0.57,1.3
"Katsuwonus_pelamis","Katsuwonus","Scombridae","Perciformes","Actinopterygii",107,"pelagic_oceanic","tropical","marine","pelagic","fusiform",260,110,4.4,0.49,1.3
"Lagocepahlus_lagocephalus","Lagocephalus","Tetraodontidae","Tetraodontiformes","Actinopterygii",4292,"benthopelagic","subtropical","marine","pelagic","fusiform",476,61,3.7,0.29,2.3
"Lamna_nasus","Lamna","Lamnidae","Lamniformes","Elasmobranchii",88,"pelagic_oceanic","polar_deep","marine","pelagic","fusiform",1360,350,4.6,0.06,8.8
"Lampris_guttatus","Lampris","Lampridae","Lampriformes","Actinopterygii",1072,"bathypelagic","polar_deep","marine","pelagic","short_deep",500,200,4.2,0.22,2.8
"Lates_calcarifer","Lates","Latidae","Perciformes","Actinopterygii",346,"demersal","tropical","mixed","benthic","fusiform",40,200,3.8,0.13,4.5
"Leiognathus_dussumieri","Karalla","Leiognathidae","Perciformes","Actinopterygii",6372,"demersal","tropical","marine","benthic","short_deep",40,14,3.2,1.04,0.8
"Leiognathus_splendens","Eubleekeria","Leiognathidae","Perciformes","Actinopterygii",4454,"demersal","tropical","marine","benthic","short_deep",100,17,2.9,1.02,0.8
"Lepidonotothen_squamifrons","Lepidonotothen","Nototheniidae","Perciformes","Actinopterygii",7045,"benthopelagic","temperate","marine","pelagic","fusiform",900,55,3.5,0.12,5.7
"Lepidopsetta_bilineata","Lepidopsetta","Pleuronectidae","Pleuronectiformes","Actinopterygii",24237,"demersal","temperate","marine","benthic","short_deep",575,58,3.2,0.15,4.4
"Lepidorhombus_boscii","Lepidorhombus","Scophthalmidae","Pleuronectiformes","Actinopterygii",27,"demersal","temperate","marine","benthic","fusiform",800,40,3.7,0.27,2.7
"Lepidorhombus_whiffiagonis","Lepidorhombus","Scophthalmidae","Pleuronectiformes","Actinopterygii",28,"bathydemersal","polar_deep","marine","benthic","fusiform",700,60,4.3,0.12,5.5
"Lepidorhynchus_denticulatus","Lepidorhynchus","Macrouridae","Gadiformes","Actinopterygii",8483,"bathypelagic","polar_deep","marine","pelagic","elongate",1000,55,3.7,0.15,4.4
"Leptomelanosoma_indicum","Leptomelanosoma","Polynemidae","Perciformes","Actinopterygii",4469,"demersal","tropical","mixed","benthic","elongate",100,142,3.9,0.19,3.1
"Lethrinus_enigmaticus","Lethrinus","Lethrinidae","Perciformes","Actinopterygii",1855,"reef_associated","tropical","marine","benthic","fusiform",50,55,3.8,0.15,4.4
"Lethrinus_mahsena","Lethrinus","Lethrinidae","Perciformes","Actinopterygii",1843,"reef_associated","tropical","marine","benthic","fusiform",100,65,3.4,0.1,6.5
"Lethrinus_microdon","Lethrinus","Lethrinidae","Perciformes","Actinopterygii",1845,"reef_associated","tropical","marine","benthic","fusiform",80,80,3.8,0.2,3.2
"Lethrinus_nebulosus","Lethrinus","Lethrinidae","Perciformes","Actinopterygii",1846,"reef_associated","tropical","mixed","benthic","fusiform",75,87,3.8,0.21,3.1
"Lethrinus_olivaceus","Lethrinus","Lethrinidae","Perciformes","Actinopterygii",1864,"reef_associated","tropical","marine","pelagic","fusiform",185,100,4,0.25,2.5
"Lethrinus_variegatus","Lethrinus","Lethrinidae","Perciformes","Actinopterygii",1850,"reef_associated","tropical","marine","benthic","fusiform",150,20,3.8,0.49,1.6
"Lethrinus_xanthochilus","Lethrinus","Lethrinidae","Perciformes","Actinopterygii",1852,"reef_associated","tropical","marine","benthic","fusiform",150,70,3.8,0.17,3.8
"Limanda_aspera","Limanda","Pleuronectidae","Pleuronectiformes","Actinopterygii",520,"demersal","temperate","marine","benthic","short_deep",700,49,3.5,0.12,5.7
"Lithognathus_mormyrus","Lithognathus","Sparidae","Perciformes","Actinopterygii",706,"demersal","subtropical","mixed","benthic","fusiform",150,55,3.4,0.24,2.9
"Liza_aurata","Chelon","Mugilidae","Mugiliformes","Actinopterygii",1735,"pelagic_neritic","temperate","marine","benthic","fusiform",20,59,2.8,0.16,4.1
"Liza_carinata","Liza","Mugilidae","Mugiliformes","Actinopterygii",13673,"pelagic_neritic","tropical","mixed","benthic","fusiform",28,18,2.04,0.52,1.4
"Liza_ramada","Chelon","Mugilidae","Mugiliformes","Actinopterygii",4583,"pelagic_neritic","temperate","marine","benthic","fusiform",20,70,2.3,0.25,2.7
"Liza_saliens","Chelon","Mugilidae","Mugiliformes","Actinopterygii",1736,"demersal","subtropical","marine","benthic","fusiform",20,40,2.9,0.26,2.7
"Lophius_budegassa","Lophius","Lophiidae","Lophiiformes","Actinopterygii",5094,"bathydemersal","polar_deep","marine","pelagic","fusiform",1013,100,4.4,0.08,7.7
"Lophius_piscatorius","Lophius","Lophiidae","Lophiiformes","Actinopterygii",716,"bathydemersal","polar_deep","marine","pelagic","short_deep",1000,200,4.5,0.18,3.4
"Lumpenus","Lumpenus","Lumpenidae","Perciformes","Actinopterygii",1457,"demersal","temperate","marine","benthic","elongate",344.333333,45.833333,3.29,0.14,5.3
"Lutjanus_argentimaculatus","Lutjanus","Lutjanidae","Perciformes","Actinopterygii",1407,"reef_associated","subtropical","mixed","pelagic","fusiform",120,150,3.6,0.19,3.2
"Lutjanus_bohar","Lutjanus","Lutjanidae","Perciformes","Actinopterygii",1417,"reef_associated","tropical","mixed","benthic","fusiform",180,90,4.3,0.09,7.2
"Lutjanus_fulviflamma","Lutjanus","Lutjanidae","Perciformes","Actinopterygii",261,"reef_associated","tropical","mixed","benthic","fusiform",35,35,3.8,0.9,0.9
"Lutjanus_gibbus","Lutjanus","Lutjanidae","Perciformes","Actinopterygii",265,"reef_associated","tropical","marine","benthic","fusiform",150,50,4.1,0.31,2.2
"Lutjanus_johnii","Lutjanus","Lutjanidae","Perciformes","Actinopterygii",264,"reef_associated","tropical","mixed","benthic","fusiform",80,97,4.2,0.12,5.1
"Lutjanus_kasmira","Lutjanus","Lutjanidae","Perciformes","Actinopterygii",156,"reef_associated","tropical","marine","benthic","fusiform",265,40,3.9,0.21,3.3
"Lutjanus_lutjanus","Lutjanus","Lutjanidae","Perciformes","Actinopterygii",159,"reef_associated","tropical","marine","benthic","fusiform",96,35,4.1,0.53,1.4
"Lutjanus_malabaricus","Lutjanus","Lutjanidae","Perciformes","Actinopterygii",162,"reef_associated","tropical","mixed","pelagic","fusiform",100,100,4.5,0.12,5.1
"Lutjanus_vitta","Lutjanus","Lutjanidae","Perciformes","Actinopterygii",184,"reef_associated","tropical","mixed","benthic","fusiform",72,40,4,0.22,3.1
"Macrodon_ancylodon","Macrodon","Sciaenidae","Perciformes","Actinopterygii",417,"demersal","subtropical","mixed","pelagic","fusiform",60,45,3.9,0.27,2.6
"Macrourus_berglax","Macrourus","Macrouridae","Gadiformes","Actinopterygii",331,"benthopelagic","temperate","marine","benthic","elongate",1000,110,3.7,0.04,16.2
"Macruronus_magellanicus","Macruronus","Merlucciidae","Gadiformes","Actinopterygii",329,"benthopelagic","subtropical","marine","pelagic","elongate",500,115,3.9,0.36,1.8
"Macruronus_novaezelandiae","Macruronus","Merlucciidae","Gadiformes","Actinopterygii",1825,"benthopelagic","subtropical","mixed","pelagic","elongate",1000,120,4.5,0.14,4.3
"Mallotus_villosus","Mallotus","Osmeridae","Osmeriformes","Actinopterygii",252,"pelagic_oceanic","polar_deep","mixed","pelagic","elongate",725,20,3.2,0.48,1.6
"Mancopsetta_maculata","Mancopsetta","Achiropsettidae","Pleuronectiformes","Actinopterygii",7121,"demersal","temperate","marine","benthic","short_deep",1115,50,3.7,0.28,2.5
"Megalapsis_cordyla","Megalaspis","Carangidae","Perciformes","Actinopterygii",384,"reef_associated","tropical","marine","pelagic","fusiform",100,80,3.9,0.71,1
"Megalaspis_cordyla","Megalaspis","Carangidae","Perciformes","Actinopterygii",384,"reef_associated","tropical","mixed","pelagic","fusiform",100,80,3.9,0.71,1
"Melanogrammus_aeglefinus","Melanogrammus","Gadidae","Gadiformes","Actinopterygii",1381,"demersal","temperate","marine","benthic","fusiform",450,112,4,0.18,3.6
"Menticirrhus_americanus","Menticirrhus","Sciaenidae","Perciformes","Actinopterygii",409,"demersal","subtropical","mixed","benthic","fusiform",40,50,3.5,0.27,2.5
"Merlangius_merlangus","Merlangius","Gadidae","Gadiformes","Actinopterygii",29,"benthopelagic","temperate","mixed","benthic","fusiform",200,91.5,4.4,0.34,2
"Merluccius_australis","Merluccius","Merlucciidae","Gadiformes","Actinopterygii",322,"benthopelagic","subtropical","marine","pelagic","elongate",1000,155,4.5,0.32,2
"Merluccius_gayi_gayi","Merluccius","Merlucciidae","Gadiformes","Actinopterygii",324,"bathydemersal","polar_deep","marine","pelagic","fusiform",500,87,4.32,0.25,3.67
"Merluccius_hubbsi","Merluccius","Merlucciidae","Gadiformes","Actinopterygii",325,"benthopelagic","temperate","marine","pelagic","elongate",800,95,4.2,0.15,4.2
"Merluccius_merluccius","Merluccius","Merlucciidae","Gadiformes","Actinopterygii",30,"demersal","temperate","marine","pelagic","elongate",1075,140,4.4,0.13,4.8
"Merluccius_productus","Merluccius","Merlucciidae","Gadiformes","Actinopterygii",326,"pelagic_neritic","temperate","mixed","pelagic","elongate",1000,91,4.4,0.13,4.8
"Micromesistius_australis","Micromesistius","Gadidae","Gadiformes","Actinopterygii",320,"benthopelagic","temperate","marine","benthic","elongate",900,90,3.3,0.35,1.9
"Micromesistius_poutassou","Micromesistius","Gadidae","Gadiformes","Actinopterygii",31,"bathypelagic","temperate","marine","pelagic","elongate",3000,55.5,4.1,0.37,2
"Micropogonias_furnieri","Micropogonias","Sciaenidae","Perciformes","Actinopterygii",7620,"demersal","subtropical","mixed","benthic","fusiform",60,60,3.1,0.5,1.4
"Microstomus_pacificus","Microstomus","Pleuronectidae","Pleuronectiformes","Actinopterygii",4247,"demersal","temperate","marine","benthic","short_deep",1370,76,3.2,0.08,8.4
"Monotaxis_grandoculis","Monotaxis","Lethrinidae","Perciformes","Actinopterygii",1869,"reef_associated","tropical","marine","benthic","fusiform",100,60,3.4,0.21,3.1
"Mora_moro","Mora","Moridae","Gadiformes","Actinopterygii",1734,"bathypelagic","polar_deep","marine","benthic","fusiform",2500,80,3.8,0.13,5
"Morone_saxatilis","Morone","Moronidae","Perciformes","Actinopterygii",353,"demersal","temperate","mixed","pelagic","fusiform",100,200,4.7,0.2,3.1
"Mugil","Mugil","Mugilidae","Mugiliformes","Actinopterygii",3595,"demersal","tropical","marine","benthic","fusiform",51.66666667,48.51428563,2.45,0.304333335,3.022560693
"Mugil_cephalus","Mugil","Mugilidae","Mugiliformes","Actinopterygii",785,"benthopelagic","subtropical","mixed","benthic","fusiform",120,100,2.5,0.34,2
"Mugil_liza","Mugil","Mugilidae","Mugiliformes","Actinopterygii",1090,"demersal","subtropical","mixed","benthic","fusiform",141.67,80,2,0.24,2.7
"Mullus_barbatus_barbatus","Mullus","Mullidae","Perciformes","Actinopterygii",790,"demersal","subtropical","marine","benthic","fusiform",328,38.2,3.3,0.74,2.35
"Mullus_surmuletus","Mullus","Mullidae","Perciformes","Actinopterygii",1327,"demersal","subtropical","marine","benthic","fusiform",409,40,3.5,0.24,3
"Mustelus_antarcticus","Mustelus","Triakidae","Carcharhiniformes","Elasmobranchii",5943,"demersal","temperate","marine","pelagic","elongate",350,157,4.5,0.17,3.5
"Mustelus_lenticulatus","Mustelus","Triakidae","Carcharhiniformes","Elasmobranchii",5933,"demersal","subtropical","marine","benthic","elongate",860,125,3.5,0.11,5.3
"Mycteroperca_acutirostris","Mycteroperca","Serranidae","Perciformes","Actinopterygii",9386,"reef_associated","subtropical","marine","pelagic","fusiform",40,80,3.4,0.14,4.5
"Mycteroperca_rubra","Mycteroperca","Serranidae","Perciformes","Actinopterygii",1214,"demersal","subtropical","marine","pelagic","fusiform",200,144,4.1,0.11,5.6
"Myoxocephalus_scorpius","Myoxocephalus","Cottidae","Scorpaeniformes","Actinopterygii",1329,"demersal","polar_deep","mixed","benthic","fusiform",451,60,3.9,0.68,1
"Nemadactylus_bergi","Nemadactylus","Cheilodactylidae","Perciformes","Actinopterygii",460,"demersal","subtropical","marine","benthic","fusiform",277.5,39.5,3.2,0.18,3.9
"Nemipterus_bipunctatus","Nemipterus","Nemipteridae","Perciformes","Actinopterygii",5851,"demersal","tropical","marine","benthic","fusiform",100,30,3.9,0.43,1.7
"Nemipterus_japonicus","Nemipterus","Nemipteridae","Perciformes","Actinopterygii",4559,"demersal","tropical","marine","pelagic","fusiform",80,32,4.1,0.54,1.3
"Neolissochilus_hexagonolepis","Neolissochilus","Cyprinidae","Cypriniformes","Actinopterygii",12125,"benthopelagic","tropical","freshwater","benthic","fusiform",23.7,120,3,0.21,2.9
"Notophycis_marginata","Notophycis","Moridae","Gadiformes","Actinopterygii",2008,"benthopelagic","subtropical","marine","pelagic","elongate",1200,24,4.07,0.24,3.1
"Notothenia_neglecta","Notothenia","Nototheniidae","Perciformes","Actinopterygii",58010,"benthopelagic","polar_deep","marine","benthic","fusiform",95,45,3.3,0.13,5.2
"Oblada_melanura","Oblada","Sparidae","Perciformes","Actinopterygii",850,"benthopelagic","subtropical","marine","benthic","fusiform",30,36.6,3.4,0.2,3.6
"Odax_pullus","Odax","Odacidae","Perciformes","Actinopterygii",12840,"demersal","subtropical","marine","benthic","fusiform",20,40,2.1,0.51,1.4
"Oncorhynchus_gorbuscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopterygii",240,"demersal","subtropical","mixed","pelagic","fusiform",250,76,4.5,0.33,2
"Oncorhynchus_kisutch","Oncorhynchus","Salmonidae","Salmoniformes","Actinopterygii",245,"pelagic","subtropical","mixed","pelagic","fusiform",250,108,4.2,0.21,3
"Oncorhynchus_mykiss","Oncorhynchus","Salmonidae","Salmoniformes","Actinopterygii",239,"benthopelagic","subtropical","mixed","benthic","fusiform",200,122,4.1,0.69,0.9
"Oncorhynchus_tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopterygii",244,"benthopelagic","subtropical","mixed","pelagic","fusiform",375,150,4.4,0.15,4
"Ophiodon_elongatus","Ophiodon","Hexagrammidae","Scorpaeniformes","Actinopterygii",509,"demersal","temperate","marine","pelagic","elongate",475,152,4.5,0.27,2.3
"Opisthonema_oglinum","Opisthonema","Clupeidae","Clupeiformes","Actinopterygii",1486,"reef_associated","tropical","marine","pelagic","fusiform",50,38,4.5,0.65,1.1
"Osmerus_mordax","Osmerus","Osmeridae","Osmeriformes","Actinopterygii",253,"pelagic_oceanic","temperate","mixed","benthic","elongate",425,35.6,3,0.3,2.4
"Oxycheilinus_digramma","Oxycheilinus","Labridae","Perciformes","Actinopterygii",5599,"reef_associated","tropical","mixed","benthic","fusiform",60,40,3.7,0.18,3.8
"Pagellus_acarne","Pagellus","Sparidae","Perciformes","Actinopterygii",889,"benthopelagic","subtropical","marine","benthic","fusiform",500,36,3.8,0.21,3.4
"Pagellus_bogaraveo","Pagellus","Sparidae","Perciformes","Actinopterygii",890,"benthopelagic","temperate","marine","benthic","fusiform",700,70,4.2,0.16,4.2
"Pagellus_centrodontus","Pagellus","Sparidae","Perciformes","Actinopterygii",890,"benthopelagic","temperate","marine","benthic","fusiform",700,70,4.2,0.16,4.2
"Pagellus_erythrinus","Pagellus","Sparidae","Perciformes","Actinopterygii",893,"benthopelagic","subtropical","marine","benthic","fusiform",300,60,3.5,0.24,3
"Pagothenia_borchgrevinki","Pagothenia","Nototheniidae","Perciformes","Actinopterygii",7049,"pelagic_oceanic","polar_deep","marine","pelagic","fusiform",550,28,3.2,0.14,5.3
"Pagrus_auriga","Pagrus","Sparidae","Perciformes","Actinopterygii",5066,"benthopelagic","subtropical","marine","benthic","short_deep",170,80,3.8,0.09,7
"Pagrus_caeruleostictus","Pagrus","Sparidae","Perciformes","Actinopterygii",4540,"benthopelagic","subtropical","mixed","benthic","short_deep",200,90,3.7,0.21,3.2
"Pagrus_pagrus","Pagrus","Sparidae","Perciformes","Actinopterygii",1756,"benthopelagic","subtropical","marine","benthic","fusiform",250,91,3.9,0.1,6.4
"Pampus_argenteus","Pampus","Stromateidae","Perciformes","Actinopterygii",491,"benthopelagic","subtropical","marine","benthic","short_deep",110,60,3.3,0.54,1.3
"Pampus_chinensis","Pampus","Stromateidae","Perciformes","Actinopterygii",8187,"benthopelagic","tropical","mixed","pelagic","short_deep",110,40,3.6,0.66,1
"Pampus_punctatissimus","Pampus","Stromateidae","Perciformes","Actinopterygii",59625,"benthopelagic","subtropical","marine","benthic","short_deep",110,25.8,3.3,0.94,0.8
"Paralichthys_patagonicus","Paralichthys","Paralichthyidae","Pleuronectiformes","Actinopterygii",14127,"demersal","subtropical","marine","pelagic","short_deep",200,48,3.9,0.18,3.5
"Parastromateus_niger","Parastromateus","Carangidae","Perciformes","Actinopterygii",1947,"reef_associated","tropical","mixed","pelagic","short_deep",105,75,2.9,0.59,1.2
"Parona_signata","Parona","Carangidae","Perciformes","Actinopterygii",386,"demersal","subtropical","marine","pelagic","fusiform",167.6,60,3.4,0.31,2.1
"Parophrys_vetulus","Parophrys","Pleuronectidae","Pleuronectiformes","Actinopterygii",4248,"demersal","temperate","marine","benthic","short_deep",550,49,3.4,0.24,2.9
"Parupeneus_barberinus","Parupeneus","Mullidae","Perciformes","Actinopterygii",5987,"reef_associated","tropical","marine","benthic","fusiform",100,60,3.4,0.22,3.3
"Parupeneus_trifasciatus","Parupeneus","Mullidae","Perciformes","Actinopterygii",5988,"reef_associated","tropical","marine","benthic","fusiform",80,35,3.5,0.37,1.9
"Patagonotothen_ramsayi","Patagonotothen","Nototheniidae","Perciformes","Actinopterygii",10308,"benthopelagic","temperate","marine","benthic","fusiform",500,44,3.5,0.25,2.8
"Pegusa_lascaris","Pegusa","Soleidae","Pleuronectiformes","Actinopterygii",1336,"demersal","subtropical","mixed","benthic","elongate",350,40,3.3,0.47,1.6
"Pentaprion_longimanus","Pentaprion","Gerreidae","Perciformes","Actinopterygii",4448,"demersal","tropical","mixed","benthic","fusiform",220,15,3.4,1.01,0.8
"Photopectoralis_bindus","Photopectoralis","Leiognathidae","Perciformes","Actinopterygii",4449,"demersal","tropical","mixed","benthic","short_deep",160,11,2.9,0.95,0.8
"Phycis_phycis","Phycis","Phycidae","Gadiformes","Actinopterygii",1747,"benthopelagic","subtropical","marine","benthic","fusiform",614,65,4.3,0.24,2.8
"Platichthys_stellatus","Platichthys","Pleuronectidae","Pleuronectiformes","Actinopterygii",4249,"demersal","polar_deep","mixed","benthic","short_deep",375,91,3.6,0.19,3.5
"Platycephalus_indicus","Platycephalus","Platycephalidae","Scorpaeniformes","Actinopterygii",950,"reef_associated","subtropical","mixed","pelagic","elongate",200,100,3.6,0.47,1.4
"Pleuragramma_antarctica","Pleuragramma","Nototheniidae","Perciformes","Actinopterygii",472,"pelagic_oceanic","polar_deep","marine","pelagic","fusiform",728,25,3.2,0.14,5.2
"Pleurogrammus_monopterygius","Pleurogrammus","Hexagrammidae","Scorpaeniformes","Actinopterygii",4037,"demersal","polar_deep","marine","benthic","fusiform",720,56.5,3.4,0.4,1.7
"Pleuronectes_platessa","Pleuronectes","Pleuronectidae","Pleuronectiformes","Actinopterygii",1342,"demersal","temperate","mixed","benthic","short_deep",200,100,3.2,0.06,10.5
"Plotosus","Plotosus","Plotosidae","Siluriformes","Actinopterygii",8595,"demersal","tropical","marine","benthic","elongate",60,53.0857143,3.57,0.35,2.6
"Pogonias_cromis","Pogonias","Sciaenidae","Perciformes","Actinopterygii",425,"demersal","subtropical","mixed","benthic","fusiform",98,170,3.4,0.2,2.9
"Pollachius_virens","Pollachius","Gadidae","Gadiformes","Actinopterygii",1343,"demersal","temperate","marine","pelagic","fusiform",364,130,4.3,0.2,3.1
"Polyprion_americanus","Polyprion","Polyprionidae","Perciformes","Actinopterygii",349,"demersal","polar_deep","marine","pelagic","fusiform",600,210,4.1,0.08,7.6
"Polyprion_oxygeneios","Polyprion","Polyprionidae","Perciformes","Actinopterygii",350,"demersal","subtropical","marine","pelagic","fusiform",854,160,4.5,0.23,2.7
"Pomatomus_saltatrix","Pomatomus","Pomatomidae","Perciformes","Actinopterygii",364,"pelagic_oceanic","subtropical","mixed","pelagic","fusiform",200,130,4.5,0.19,3.3
"Ponticola_ratan","Ponticola","Gobiidae","Perciformes","Actinopterygii",25980,"demersal","temperate","brackish","benthic","elongate",198,20,4,0.4,1.9
"Prionace_glauca","Prionace","Carcharhinidae","Carcharhiniformes","Elasmobranchii",898,"pelagic_oceanic","subtropical","mixed","pelagic","fusiform",1000,400,4.4,0.1,5.2
"Prionotus_nudigula","Prionotus","Triglidae","Scorpaeniformes","Actinopterygii",14029,"demersal","subtropical","marine","pelagic","fusiform",200,38.1,4.2,0.13,5.3
"Protonibea_diacanthus","Protonibea","Sciaenidae","Perciformes","Actinopterygii",4571,"demersal","tropical","mixed","benthic","fusiform",100,150,3.5,0.39,1.6
"Psammobatis_normani","Psammobatis","Arhynchobatidae","Rajiformes","Elasmobranchii",54438,"demersal","subtropical","marine","pelagic","flat",121,1,4.05,0.23,5.6
"Psammobatis_scobina","Psammobatis","Arhynchobatidae","Rajiformes","Elasmobranchii",54085,"demersal","subtropical","marine","pelagic","flat",450,1,4.05,0.23,5.6
"Pseudopercis_semifasciata","Pseudopercis","Pinguipedidae","Perciformes","Actinopterygii",50136,"demersal","subtropical","marine","benthic","fusiform",100,100,3.9,0.13,4.7
"Pseudophycis_bachus","Pseudophycis","Moridae","Gadiformes","Actinopterygii",2020,"demersal","subtropical","mixed","pelagic","fusiform",700,90,3.9,0.47,1.4
"Raja_clavata","Raja","Rajidae","Rajiformes","Elasmobranchii",2059,"demersal","subtropical","marine","benthic","flat",1020,105,3.8,0.09,6.5
"Raja_rhina","Beringraja","Rajidae","Rajiformes","Elasmobranchii",2566,"demersal","polar_deep","marine","benthic","flat",1069,180,4.38,0.07,8.5
"Rastrelliger_brachysoma","Rastrelliger","Scombridae","Perciformes","Actinopterygii",109,"pelagic_neritic","tropical","mixed","benthic","fusiform",200,34.5,2.7,1.45,0.5
"Rastrelliger_kanagurta","Rastrelliger","Scombridae","Perciformes","Actinopterygii",111,"pelagic_neritic","tropical","marine","pelagic","fusiform",90,42.1,3.2,0.98,0.7
